"","zscore_1p","zscore_1q","zscore_2p","zscore_2q","zscore_3p","zscore_3q","zscore_4p","zscore_4q","zscore_5p","zscore_5q","zscore_6p","zscore_6q","zscore_7p","zscore_7q","zscore_8p","zscore_8q","zscore_9p","zscore_9q","zscore_10p","zscore_10q","zscore_11p","zscore_11q","zscore_12p","zscore_12q","zscore_13q","zscore_14q","zscore_15q","zscore_16p","zscore_16q","zscore_17p","zscore_17q","zscore_18p","zscore_18q","zscore_19p","zscore_19q","zscore_20p","zscore_20q","zscore_21q","zscore_22q"
"olink_IL6",-0.0283351785626678,0.164115372961002,-0.0912338791821413,-0.0272982203345279,-0.273315770934893,0.228036340025594,-0.0979884864954575,-0.10370852389637,0.25847302426058,-0.173002336846163,0.198449227829545,0.215960493737519,0.206083646017015,0.182709969871757,-0.158241316122583,0.180078766082455,0.0747105844928429,0.111124190583426,0.00468789645681765,-0.248229398772324,-0.165782027675318,-0.0306594018259084,0.168252517057462,0.22296209064064,-0.00162142454609608,0.178975066626793,-0.186987282266376,-0.0124064272663984,-0.159313953630771,-0.107051984670376,0.138567881608499,0.150841094197666,0.0872529906463348,0.0898436516694362,0.223229016330923,0.055078438085378,0.172813286555285,-0.0168865031068626,-0.177354190171376
"olink_IL7",-0.037313594771616,0.0644188298905435,-0.0551986113675809,-0.0328968820050125,-0.0233950178763118,0.0816052400705899,-0.0581106867409002,-0.0291717918525053,0.0633129632035917,-0.032760843530475,0.0794418581028083,0.0577139081648667,0.0260965559792972,0.00497873807275059,-0.0664127359540485,0.104158831878286,-0.0135056126606142,-0.0388329081850171,-0.0706444128222015,-0.026775790310747,-0.10430043341835,-0.0415054229064207,0.0103225199800456,0.0668567376888576,-0.0612009966241118,0.0453407130898347,-0.0132280488881744,0.0157128317689624,-0.0478457741238525,-0.0516610821184902,0.0250335088764795,0.0626816751192184,0.010797250549685,-0.0673555251112115,0.0464258793569467,-0.077334595366972,0.0252570359359309,0.045771591129329,-0.053057997751955
"olink_IL8",-0.0477539145597362,0.0760316454558031,-0.128969151404167,-0.0613321407186241,-0.114195095660507,0.067448142839007,-0.0104044387166643,-0.0291564419958768,0.13636908735927,-0.0779939521358164,0.136922848689002,0.140959013848674,0.11525506030575,0.0737603673994635,0.0252880299879767,0.0957548170251032,0.0349359207114068,0.0535233410784443,0.0228499267420027,-0.0917965996539161,-0.0766785257117956,-0.00331592454827933,0.14659149665842,0.159659716540618,-0.00909558443800515,0.123892719835839,-0.0236959523737466,-0.0250046030491134,-0.047277085756044,-0.0047125506004702,0.12711800095138,0.11742484500424,0.0904803573025237,0.00799135623876317,0.0807033321982351,0.0205890554794231,0.0745840477404466,-0.0282355852288133,-0.055399609296997
"olink_IL10",-0.147756260484593,0.0803400777792205,-0.151788576542667,-0.0392295438131777,-0.1274660022714,0.112285171956813,-0.0788378033007993,-0.0742475085875965,0.17778887412406,-0.150637554994078,0.184525521846604,0.186068481081532,0.161227784269865,0.118060467952054,-0.0927993263493093,0.18307528381053,0.0479772147810663,0.0515429335688418,0.012890704915914,-0.14227032886238,-0.0937308876006065,-0.0581530084242027,0.051751153154255,0.184274726765032,-0.0683111244164867,0.152083931013604,-0.107641244053393,-0.0575590363997761,-0.140546069626582,-0.0500524414247659,0.10574387697097,0.106133712423213,0.0859202693431462,0.0401198864687985,0.111202302130697,-0.0247953092020235,0.0450196065971443,-0.0200706038135894,-0.133377655966499
"olink_IL12",0.127167930568021,-0.0171402399214066,-0.031918434373968,0.142205929214112,-0.110063678519057,0.0115466858723654,0.184403701300351,0.197800451040459,0.158282072563029,0.0041407854321093,0.0998036048695559,0.190873152178942,0.0283214856254195,-0.0200156656464811,-0.13445731446094,0.0176081611701821,-0.0335351749521562,0.183195108321227,-0.0930320060193924,-0.074585608038215,-0.16268133993922,-0.0915055516362591,-0.0203382187404126,0.015101521854844,0.1696163297316,0.150504314029549,0.0276662518892178,0.222108020508554,0.12978249413271,0.175427213442556,0.129187248892656,0.0740565337226622,0.0465275763893736,-0.0116019238073509,0.0613930390557469,0.164625942374462,0.0373155438755438,-0.0303831632860988,0.0996973397119291
"olink_IL13",0.050680045980906,0.0968457504414952,0.0436101753649575,-0.059494841876966,-0.0842749325350195,-0.0101970375750605,0.0100297523232297,-0.0298716573943072,-0.00265887956056944,-0.0580557943845988,-0.0159575614127674,-0.0286564120814951,0.0811028725241573,0.0556627281155293,0.0088904806621615,0.0921209058302023,-0.0497114204745411,0.0296084039466586,0.0485957227409736,-0.0532771681409515,-0.102022050320996,-0.000217714118680446,0.0512649738249335,0.0490196745878768,-0.0778131637386474,-0.0271755281381691,0.0202111290300989,0.00725735573487346,0.0129258665681393,-0.0156144935813909,-0.0114892059513992,0.0852081336715892,0.122398870840654,-0.00781848595163297,0.0107445233185169,0.0597273235607265,-0.0536309896445705,0.00219795291744248,-0.0278683488004108
"olink_IL18",-0.0389894386529087,-0.0345586633739201,-0.0689396750080816,0.0144045269523928,-0.071330580645799,0.0277719362719911,0.0152921734547732,0.0200914298435743,0.0751860142152411,-0.0544896644401984,0.0481673480210721,0.126382117203635,0.0486071297772115,0.0430813303112677,-0.0444803601915915,0.0494790767597907,-0.0138836250608633,0.0707850054595009,0.0203384116366991,-0.0555778063958695,-0.102551564844703,-0.0372175462358079,0.0278507310767858,0.0735326599140521,0.0325482712258303,0.0617010377282941,-0.010659120181971,0.0348724620736229,0.0156650190366307,0.0382119169367851,0.036970962928343,0.0681199946199246,0.0440888703810067,0.0695841716882004,0.0303917594509015,0.0670501705844248,-0.0188942807820577,-0.0404909829188473,-0.0249625429841564
"olink_IL33",-0.0260873665792804,-0.0318439443660724,-0.0520192049519994,0.0201984699212975,-0.0304187639323063,-0.00414731066826452,0.0648942414770836,0.0545482376505491,0.058143288730014,-0.0547757335338677,-0.000238039779599182,0.0828923840434456,0.0211700594551555,0.0130263446241683,-0.0411420610392897,0.0382674767583521,-0.0577695706424832,0.0553406212378981,-0.0107987103333247,-0.0489507469534085,-0.0612347269463249,-0.00593004416301995,-0.0404397506136907,-0.00489856397889582,0.0348891861997751,0.064047009991585,-0.00672634172448999,0.0740843026418841,0.00469934061411058,0.0312174795328352,-0.00582558901062465,0.0198796985291063,0.00201130687172302,0.0229986135314736,0.00285834873353682,0.0377332328685685,-0.0646845278637191,-0.00739184886733362,0.0244458805457723
"olink_IL_1_alpha",0.0168549815576751,-0.0106535859982775,0.0616730153494244,0.0643395435307084,0.0341142531183011,-0.0147698513371622,0.00795811599183638,0.0559143441537532,-0.0319656178858502,0.0457143907620419,-0.00633715896828353,0.00942190329615044,-0.00710606481429443,-0.0488639669079021,0.0397101532104034,0.0124345670351972,-0.0451905266459023,-0.0309915354648456,-0.00410408240389284,0.0591311721410416,-0.0426480276427395,-0.0536233773486319,0.0628752002440017,-0.00827928164279388,-0.031507611973162,-0.0235911202990284,0.0735680502788629,0.0338648165352746,0.0588039172625561,0.0316050516523604,-0.00979152445496411,-0.0153452829581712,-0.00852088196906643,-0.0501587808667384,-0.0728040963430471,0.0297122102354967,-0.0362970617116491,0.0699067786485006,0.0612676476439797
"olink_IL_21",-0.0468634759410176,0.0757027705999547,-0.103309629854809,-0.0446054020143704,-0.203212926035066,0.096507869600895,-0.052862451074758,-0.0652467219141973,0.161484546796748,-0.169556251577187,0.129601443351371,0.172841156554987,0.144347011436106,0.112790233583417,-0.0427664201473614,0.13916056433674,-0.0458967341652845,0.144185249639132,0.0191313253993053,-0.15831851543641,-0.122347238540352,-0.0265398974603302,0.0312802466939391,0.132634738899114,-0.0621111206796898,0.090496652459594,-0.153561123740043,-0.0010665375880069,-0.110645169551514,-0.0596870597133724,0.10805043540742,0.16068553520567,0.174845565181109,0.0698910123143292,0.0905338035446844,0.0255120877625663,0.0201955880461723,-0.0483351082580612,-0.131841320970969
"olink_IL_35",0.0131142504180396,-0.0832235224745007,0.037749008248405,-0.0118983304227672,0.0552266809678334,-0.00753257506038917,0.126102717417901,0.0245277266219096,-0.0228580517764518,0.0227797000827891,-0.0209042076629438,-0.0256360113540225,-0.0532763136935318,-0.164838456317695,0.157104164125763,0.0366684822057385,0.0338122630721766,-0.083336748826699,-0.0883283144481275,0.0868417427368374,0.0317615051303744,0.0323406563883061,-0.0333593325169013,-0.0649753594116205,0.052712605104653,0.0506859871856605,0.099343093320846,0.0327170209854596,0.0841522038166505,0.109589832571224,0.0252676327011249,-0.0503110790640424,-0.0625332518324585,-0.0932563020920768,-0.0480317302575271,-0.0409958609931912,-0.0275051350713838,-0.0475397966003727,0.0641890068348387
"olink_IL12RB1",-0.0601630979274582,0.0585222035374545,-0.090794804362624,0.0508547162584301,-0.128275294474045,0.0305241478909377,0.119882850856093,0.0749219334505138,0.156365430152063,-0.148202905415997,0.0684260725583187,0.168093978328106,0.153913609956658,0.0665456960651872,0.0173287687652769,0.0736363578172335,-0.0582980666542463,0.109498910873014,-0.00514717914734787,-0.123157834740881,-0.176419232730811,-0.148735885999071,-0.0439409971677044,0.0190656914047149,0.0252579015518407,0.234233363359822,-0.0837249211381856,0.056799579033143,0.0365096723948684,0.112383665172888,0.0470960071573821,0.171279516769849,0.163755874259604,0.0390873836088863,0.0840818332289831,0.0895194938515581,-0.0624139034022762,-0.108999910732316,-0.0599476391455096
"ichor",-0.278466296285854,0.616637063992838,-0.0507301840006031,-0.29401835872481,-0.665698081632798,0.613606317936509,-0.493517860811333,-0.606692294738167,0.687409104998206,-0.767412695456104,0.60996003049377,0.342390415673408,0.621014699854492,0.556081235727712,-0.269908131569059,0.608091345220467,0.305887754212115,0.39600496969597,0.0334550656933835,-0.768217953054187,0.071081962311954,0.29248324183169,0.337119142267251,0.562263026589629,-0.137071514039638,0.448578656026056,-0.548022472443253,-0.321541427444663,-0.69472400327671,-0.507264463878679,0.432843892469817,0.509712055039495,0.584974119025327,0.312865652307526,0.598343978391127,0.125037894288465,0.473517210844369,-0.0962973170727821,-0.637080734257136
