Gene	ENSG ID	Disease	Class	Control	logFC	p-value adjusted
METAP1	ENSG00000164024	Multiple sclerosis	Autoimmune	All other diseases	0.001	9.82E-1
METAP1	ENSG00000164024	Multiple sclerosis	Autoimmune	Class	-0.028	4.91E-1
METAP1	ENSG00000164024	Multiple sclerosis	Autoimmune	Healthy	0.050	3.58E-1
METAP1	ENSG00000164024	Rheumatoid arthritis	Autoimmune	All other diseases	0.170	1.52E-3
METAP1	ENSG00000164024	Rheumatoid arthritis	Autoimmune	Class	0.123	3.94E-2
METAP1	ENSG00000164024	Rheumatoid arthritis	Autoimmune	Healthy	0.195	1.46E-3
METAP1	ENSG00000164024	Systemic sclerosis	Autoimmune	All other diseases	-0.022	6.93E-1
METAP1	ENSG00000164024	Systemic sclerosis	Autoimmune	Class	-0.086	1.44E-1
METAP1	ENSG00000164024	Systemic sclerosis	Autoimmune	Healthy	0.008	9.02E-1
METAP1	ENSG00000164024	Myositis	Autoimmune	All other diseases	0.047	1.40E-1
METAP1	ENSG00000164024	Myositis	Autoimmune	Class	-0.006	9.00E-1
METAP1	ENSG00000164024	Myositis	Autoimmune	Healthy	0.107	6.15E-3
METAP1	ENSG00000164024	Systemic lupus erythematosus	Autoimmune	All other diseases	0.030	5.76E-1
METAP1	ENSG00000164024	Systemic lupus erythematosus	Autoimmune	Class	0.014	8.36E-1
METAP1	ENSG00000164024	Systemic lupus erythematosus	Autoimmune	Healthy	0.177	1.61E-2
METAP1	ENSG00000164024	Previous venous thromboembolism	Cardiovascular	All other diseases	0.026	6.25E-1
METAP1	ENSG00000164024	Previous venous thromboembolism	Cardiovascular	Class	0.122	1.40E-1
METAP1	ENSG00000164024	Previous venous thromboembolism	Cardiovascular	Healthy	0.080	4.90E-1
METAP1	ENSG00000164024	Acute coronary syndrome	Cardiovascular	All other diseases	0.019	7.98E-1
METAP1	ENSG00000164024	Acute coronary syndrome	Cardiovascular	Class	0.111	8.84E-2
METAP1	ENSG00000164024	Acute coronary syndrome	Cardiovascular	Healthy	0.050	6.00E-1
METAP1	ENSG00000164024	Prostate cancer	Cancer	All other diseases	0.043	2.62E-1
METAP1	ENSG00000164024	Prostate cancer	Cancer	Class	0.012	7.69E-1
METAP1	ENSG00000164024	Prostate cancer	Cancer	Healthy	0.078	1.40E-1
METAP1	ENSG00000164024	Abdominal aortic aneurysm	Cardiovascular	All other diseases	-0.130	9.62E-3
METAP1	ENSG00000164024	Abdominal aortic aneurysm	Cardiovascular	Class	-0.103	3.64E-1
METAP1	ENSG00000164024	Abdominal aortic aneurysm	Cardiovascular	Healthy	-0.025	8.11E-1
METAP1	ENSG00000164024	Coronary artery calcification	Cardiovascular	All other diseases	-0.087	1.19E-3
METAP1	ENSG00000164024	Coronary artery calcification	Cardiovascular	Class	-0.042	3.86E-1
METAP1	ENSG00000164024	Coronary artery calcification	Cardiovascular	Healthy	-0.029	5.33E-1
METAP1	ENSG00000164024	Small intestine neuroendocrine tumor	Cancer	All other diseases	0.012	8.91E-1
METAP1	ENSG00000164024	Small intestine neuroendocrine tumor	Cancer	Class	0.004	9.65E-1
METAP1	ENSG00000164024	Small intestine neuroendocrine tumor	Cancer	Healthy	0.172	8.24E-2
METAP1	ENSG00000164024	Acute venous thromboembolism	Cardiovascular	All other diseases	-0.108	1.39E-1
METAP1	ENSG00000164024	Acute venous thromboembolism	Cardiovascular	Class	-0.043	5.77E-1
METAP1	ENSG00000164024	Acute venous thromboembolism	Cardiovascular	Healthy	-0.054	5.60E-1
METAP1	ENSG00000164024	Pancreatic cancer	Cancer	All other diseases	0.106	6.09E-2
METAP1	ENSG00000164024	Pancreatic cancer	Cancer	Class	0.118	1.58E-2
METAP1	ENSG00000164024	Pancreatic cancer	Cancer	Healthy	0.232	4.06E-3
METAP1	ENSG00000164024	Pituitary neuroendocrine tumor	Cancer	All other diseases	0.037	6.76E-1
METAP1	ENSG00000164024	Pituitary neuroendocrine tumor	Cancer	Class	0.037	6.67E-1
METAP1	ENSG00000164024	Pituitary neuroendocrine tumor	Cancer	Healthy	0.101	3.30E-1
METAP1	ENSG00000164024	Meningioma	Cancer	All other diseases	0.007	9.33E-1
METAP1	ENSG00000164024	Meningioma	Cancer	Class	0.016	8.55E-1
METAP1	ENSG00000164024	Meningioma	Cancer	Healthy	0.199	1.78E-2
METAP1	ENSG00000164024	Hepatocellular cancer	Cancer	All other diseases	0.007	9.00E-1
METAP1	ENSG00000164024	Hepatocellular cancer	Cancer	Class	-0.003	9.44E-1
METAP1	ENSG00000164024	Hepatocellular cancer	Cancer	Healthy	0.089	1.48E-1
METAP1	ENSG00000164024	Melanoma	Cancer	All other diseases	-0.092	6.72E-2
METAP1	ENSG00000164024	Melanoma	Cancer	Class	-0.096	4.05E-2
METAP1	ENSG00000164024	Melanoma	Cancer	Healthy	-0.019	7.75E-1
METAP1	ENSG00000164024	Ovarian cancer	Cancer	All other diseases	-0.009	8.26E-1
METAP1	ENSG00000164024	Ovarian cancer	Cancer	Class	0.017	6.87E-1
METAP1	ENSG00000164024	Ovarian cancer	Cancer	Healthy	0.080	8.79E-2
METAP1	ENSG00000164024	Lung cancer	Cancer	All other diseases	-0.002	9.46E-1
METAP1	ENSG00000164024	Lung cancer	Cancer	Class	-0.002	9.55E-1
METAP1	ENSG00000164024	Lung cancer	Cancer	Healthy	0.052	1.80E-1
METAP1	ENSG00000164024	Myeloma	Cancer	All other diseases	0.069	4.61E-1
METAP1	ENSG00000164024	Myeloma	Cancer	Class	0.069	3.80E-1
METAP1	ENSG00000164024	Myeloma	Cancer	Healthy	0.207	5.87E-2
METAP1	ENSG00000164024	Pediatric lymphoma	Pediatric	All other diseases	0.100	7.36E-1
METAP1	ENSG00000164024	Pediatric lymphoma	Pediatric	Class	0.002	9.96E-1
METAP1	ENSG00000164024	Pediatric lymphoma	Pediatric	Healthy	0.185	4.74E-1
METAP1	ENSG00000164024	Pediatric CNS tumor	Pediatric	All other diseases	0.221	1.56E-1
METAP1	ENSG00000164024	Pediatric CNS tumor	Pediatric	Class	0.160	4.58E-1
METAP1	ENSG00000164024	Pediatric CNS tumor	Pediatric	Healthy	0.199	3.70E-1
METAP1	ENSG00000164024	Type 2 diabetes	Metabolic	All other diseases	-0.076	1.65E-1
METAP1	ENSG00000164024	Type 2 diabetes	Metabolic	Class	-0.030	6.16E-1
METAP1	ENSG00000164024	Type 2 diabetes	Metabolic	Healthy	-0.061	4.66E-1
METAP1	ENSG00000164024	Pediatric bone tumor	Pediatric	All other diseases	-0.070	8.39E-1
METAP1	ENSG00000164024	Pediatric bone tumor	Pediatric	Class	-0.191	6.95E-1
METAP1	ENSG00000164024	Pediatric bone tumor	Pediatric	Healthy	-0.038	8.91E-1
METAP1	ENSG00000164024	Pediatric long COVID	Pediatric	All other diseases	0.133	2.94E-1
METAP1	ENSG00000164024	Pediatric long COVID	Pediatric	Class	0.096	5.14E-1
METAP1	ENSG00000164024	Pediatric long COVID	Pediatric	Healthy	0.131	5.90E-1
METAP1	ENSG00000164024	Viral hepatitis related cirrhosis	Metabolic	All other diseases	-0.037	4.98E-1
METAP1	ENSG00000164024	Viral hepatitis related cirrhosis	Metabolic	Class	0.024	6.66E-1
METAP1	ENSG00000164024	Viral hepatitis related cirrhosis	Metabolic	Healthy	0.040	4.92E-1
METAP1	ENSG00000164024	Pediatric diffuse astrocytic and oligodendro. tumor	Pediatric	All other diseases	0.061	6.82E-1
METAP1	ENSG00000164024	Pediatric diffuse astrocytic and oligodendro. tumor	Pediatric	Class	-0.023	9.05E-1
METAP1	ENSG00000164024	Pediatric diffuse astrocytic and oligodendro. tumor	Pediatric	Healthy	0.168	3.55E-1
METAP1	ENSG00000164024	Pediatric kidney tumor	Pediatric	All other diseases	0.125	5.84E-1
METAP1	ENSG00000164024	Pediatric kidney tumor	Pediatric	Class	0.077	8.27E-1
METAP1	ENSG00000164024	Pediatric kidney tumor	Pediatric	Healthy	0.033	8.80E-1
METAP1	ENSG00000164024	Glioma	Cancer	All other diseases	-0.004	9.25E-1
METAP1	ENSG00000164024	Glioma	Cancer	Class	-0.002	9.63E-1
METAP1	ENSG00000164024	Glioma	Cancer	Healthy	0.077	7.16E-2
METAP1	ENSG00000164024	Colorectal cancer	Cancer	All other diseases	0.035	2.42E-1
METAP1	ENSG00000164024	Colorectal cancer	Cancer	Class	0.031	2.95E-1
METAP1	ENSG00000164024	Colorectal cancer	Cancer	Healthy	0.093	2.15E-2
METAP1	ENSG00000164024	Breast cancer	Cancer	All other diseases	0.014	7.49E-1
METAP1	ENSG00000164024	Breast cancer	Cancer	Class	0.041	3.14E-1
METAP1	ENSG00000164024	Breast cancer	Cancer	Healthy	0.130	7.22E-3
METAP1	ENSG00000164024	Chronic lymphocytic leukemia	Cancer	All other diseases	-0.018	8.62E-1
METAP1	ENSG00000164024	Chronic lymphocytic leukemia	Cancer	Class	-0.014	8.67E-1
METAP1	ENSG00000164024	Chronic lymphocytic leukemia	Cancer	Healthy	0.164	2.33E-1
METAP1	ENSG00000164024	Endometrial cancer	Cancer	All other diseases	-0.151	1.22E-3
METAP1	ENSG00000164024	Endometrial cancer	Cancer	Class	-0.135	4.06E-3
METAP1	ENSG00000164024	Endometrial cancer	Cancer	Healthy	-0.077	2.09E-1
METAP1	ENSG00000164024	Breast ductal carcinoma in situ	Cancer	All other diseases	-0.023	7.85E-1
METAP1	ENSG00000164024	Breast ductal carcinoma in situ	Cancer	Class	0.003	9.75E-1
METAP1	ENSG00000164024	Breast ductal carcinoma in situ	Cancer	Healthy	0.044	7.43E-1
METAP1	ENSG00000164024	Cervical cancer	Cancer	All other diseases	-0.077	7.62E-2
METAP1	ENSG00000164024	Cervical cancer	Cancer	Class	-0.059	3.37E-1
METAP1	ENSG00000164024	Cervical cancer	Cancer	Healthy	0.057	2.97E-1
METAP1	ENSG00000164024	Diffuse large B-cell lymphoma	Cancer	All other diseases	-0.029	7.55E-1
METAP1	ENSG00000164024	Diffuse large B-cell lymphoma	Cancer	Class	-0.024	7.80E-1
METAP1	ENSG00000164024	Diffuse large B-cell lymphoma	Cancer	Healthy	0.055	5.03E-1
METAP1	ENSG00000164024	Pneumococcal pneumonia	Infection	All other diseases	0.216	1.42E-4
METAP1	ENSG00000164024	Pneumococcal pneumonia	Infection	Class	0.147	9.69E-2
METAP1	ENSG00000164024	Pneumococcal pneumonia	Infection	Healthy	0.346	8.23E-4
METAP1	ENSG00000164024	HIV	Infection	All other diseases	-0.105	5.45E-2
METAP1	ENSG00000164024	HIV	Infection	Class	-0.193	1.13E-3
METAP1	ENSG00000164024	HIV	Infection	Healthy	-0.124	2.07E-1
METAP1	ENSG00000164024	Bacterial gastroenteritis	Infection	All other diseases	0.027	8.04E-1
METAP1	ENSG00000164024	Bacterial gastroenteritis	Infection	Class	-0.045	7.63E-1
METAP1	ENSG00000164024	Bacterial gastroenteritis	Infection	Healthy	0.090	5.56E-1
METAP1	ENSG00000164024	E.coli pyelonephritis	Infection	All other diseases	0.026	6.48E-1
METAP1	ENSG00000164024	E.coli pyelonephritis	Infection	Class	-0.100	2.02E-1
METAP1	ENSG00000164024	E.coli pyelonephritis	Infection	Healthy	0.079	2.31E-1
METAP1	ENSG00000164024	Malaria	Infection	All other diseases	-0.025	6.60E-1
METAP1	ENSG00000164024	Malaria	Infection	Class	-0.090	2.08E-1
METAP1	ENSG00000164024	Malaria	Infection	Healthy	0.043	6.59E-1
METAP1	ENSG00000164024	Mycoplasma pneumonia	Infection	All other diseases	0.033	7.43E-1
METAP1	ENSG00000164024	Mycoplasma pneumonia	Infection	Class	-0.060	6.43E-1
METAP1	ENSG00000164024	Mycoplasma pneumonia	Infection	Healthy	0.127	3.23E-1
METAP1	ENSG00000164024	Dengue fever	Infection	All other diseases	0.378	7.68E-4
METAP1	ENSG00000164024	Dengue fever	Infection	Class	0.327	2.33E-2
METAP1	ENSG00000164024	Dengue fever	Infection	Healthy	0.132	6.92E-1
METAP1	ENSG00000164024	Influenza	Infection	All other diseases	0.222	3.39E-9
METAP1	ENSG00000164024	Influenza	Infection	Class	0.155	1.17E-3
METAP1	ENSG00000164024	Influenza	Infection	Healthy	0.299	9.51E-10
METAP1	ENSG00000164024	Obesity	Metabolic	All other diseases	-0.062	3.46E-2
METAP1	ENSG00000164024	Obesity	Metabolic	Class	-0.012	7.36E-1
METAP1	ENSG00000164024	Obesity	Metabolic	Healthy	-0.014	7.63E-1
METAP1	ENSG00000164024	Chronic liver disease	Metabolic	All other diseases	-0.051	5.17E-1
METAP1	ENSG00000164024	Chronic liver disease	Metabolic	Class	0.035	5.94E-1
METAP1	ENSG00000164024	Chronic liver disease	Metabolic	Healthy	0.015	8.71E-1
METAP1	ENSG00000164024	Staphylococcus aureus bacteremia	Infection	All other diseases	0.011	9.06E-1
METAP1	ENSG00000164024	Staphylococcus aureus bacteremia	Infection	Class	-0.079	5.41E-1
METAP1	ENSG00000164024	Staphylococcus aureus bacteremia	Infection	Healthy	0.159	1.44E-1
METAP1	ENSG00000164024	Alcohol-related liver disease	Metabolic	All other diseases	-0.225	1.92E-1
METAP1	ENSG00000164024	Alcohol-related liver disease	Metabolic	Class	-0.119	3.16E-1
METAP1	ENSG00000164024	Alcohol-related liver disease	Metabolic	Healthy	0.005	9.80E-1
METAP1	ENSG00000164024	Metabolic syndrome	Metabolic	All other diseases	-0.052	3.11E-2
METAP1	ENSG00000164024	Metabolic syndrome	Metabolic	Class	0.003	9.30E-1
METAP1	ENSG00000164024	Metabolic syndrome	Metabolic	Healthy	0.003	9.38E-1
METAP1	ENSG00000164024	Streptococcal soft tissue infection	Infection	All other diseases	0.095	6.13E-2
METAP1	ENSG00000164024	Streptococcal soft tissue infection	Infection	Class	0.005	9.42E-1
METAP1	ENSG00000164024	Streptococcal soft tissue infection	Infection	Healthy	0.227	3.36E-4
METAP1	ENSG00000164024	MASLD	Metabolic	All other diseases	-0.074	1.28E-1
METAP1	ENSG00000164024	MASLD	Metabolic	Class	-0.016	7.87E-1
METAP1	ENSG00000164024	MASLD	Metabolic	Healthy	-0.030	6.18E-1
METAP1	ENSG00000164024	Bipolar disorder	Psychiatric	All other diseases	-0.241	3.97E-4
METAP1	ENSG00000164024	Bipolar disorder	Psychiatric	Class	-0.149	3.99E-1
METAP1	ENSG00000164024	Bipolar disorder	Psychiatric	Healthy	-0.187	1.05E-1
METAP1	ENSG00000164024	Pediatric sarcoma	Pediatric	All other diseases	-0.022	9.45E-1
METAP1	ENSG00000164024	Pediatric sarcoma	Pediatric	Class	-0.063	9.26E-1
METAP1	ENSG00000164024	Pediatric sarcoma	Pediatric	Healthy	-0.035	9.33E-1
METAP1	ENSG00000164024	Pediatric systemic inflammatory disease	Pediatric	All other diseases	0.044	5.88E-1
METAP1	ENSG00000164024	Pediatric systemic inflammatory disease	Pediatric	Class	-0.037	6.81E-1
METAP1	ENSG00000164024	Pediatric systemic inflammatory disease	Pediatric	Healthy	0.083	3.47E-1
METAP1	ENSG00000164024	Pediatric retinoblastoma	Pediatric	All other diseases	0.113	6.46E-1
METAP1	ENSG00000164024	Pediatric retinoblastoma	Pediatric	Class	0.019	9.46E-1
METAP1	ENSG00000164024	Pediatric retinoblastoma	Pediatric	Healthy	0.050	8.33E-1
METAP1	ENSG00000164024	Pediatric neuroblastoma	Pediatric	All other diseases	-0.048	7.39E-1
METAP1	ENSG00000164024	Pediatric neuroblastoma	Pediatric	Class	-0.110	5.29E-1
METAP1	ENSG00000164024	Pediatric neuroblastoma	Pediatric	Healthy	-0.068	7.78E-1
METAP1	ENSG00000164024	Schizophrenia	Psychiatric	All other diseases	-0.068	1.60E-1
METAP1	ENSG00000164024	Schizophrenia	Psychiatric	Class	0.159	1.99E-1
METAP1	ENSG00000164024	Schizophrenia	Psychiatric	Healthy	-0.051	4.79E-1
MFAP3	ENSG00000037749	Bipolar disorder	Psychiatric	All other diseases	-0.101	3.94E-1
MFAP3	ENSG00000037749	Bipolar disorder	Psychiatric	Class	0.202	5.48E-1
MFAP3	ENSG00000037749	Bipolar disorder	Psychiatric	Healthy	-0.152	3.80E-1
MFAP3	ENSG00000037749	Schizophrenia	Psychiatric	All other diseases	-0.217	5.51E-3
MFAP3	ENSG00000037749	Schizophrenia	Psychiatric	Class	-0.145	6.38E-1
MFAP3	ENSG00000037749	Schizophrenia	Psychiatric	Healthy	-0.115	3.18E-1
MFAP3	ENSG00000037749	Pediatric systemic inflammatory disease	Pediatric	All other diseases	0.251	4.91E-2
MFAP3	ENSG00000037749	Pediatric systemic inflammatory disease	Pediatric	Class	0.226	1.50E-1
MFAP3	ENSG00000037749	Pediatric systemic inflammatory disease	Pediatric	Healthy	0.352	5.24E-2
MFAP3	ENSG00000037749	Pediatric neuroblastoma	Pediatric	All other diseases	0.058	8.09E-1
MFAP3	ENSG00000037749	Pediatric neuroblastoma	Pediatric	Class	-0.011	9.85E-1
MFAP3	ENSG00000037749	Pediatric neuroblastoma	Pediatric	Healthy	0.022	9.41E-1
MFAP3	ENSG00000037749	Pediatric retinoblastoma	Pediatric	All other diseases	0.453	1.45E-1
MFAP3	ENSG00000037749	Pediatric retinoblastoma	Pediatric	Class	0.374	2.81E-1
MFAP3	ENSG00000037749	Pediatric retinoblastoma	Pediatric	Healthy	0.630	1.05E-1
MFAP3	ENSG00000037749	Pediatric sarcoma	Pediatric	All other diseases	-0.129	7.82E-1
MFAP3	ENSG00000037749	Pediatric sarcoma	Pediatric	Class	-0.190	8.39E-1
MFAP3	ENSG00000037749	Pediatric sarcoma	Pediatric	Healthy	-0.105	7.54E-1
MFAP3	ENSG00000037749	Pediatric kidney tumor	Pediatric	All other diseases	-0.166	6.79E-1
MFAP3	ENSG00000037749	Pediatric kidney tumor	Pediatric	Class	-0.206	7.67E-1
MFAP3	ENSG00000037749	Pediatric kidney tumor	Pediatric	Healthy	-0.047	8.98E-1
MFAP3	ENSG00000037749	Viral hepatitis related cirrhosis	Metabolic	All other diseases	0.078	4.20E-1
MFAP3	ENSG00000037749	Viral hepatitis related cirrhosis	Metabolic	Class	0.086	2.99E-1
MFAP3	ENSG00000037749	Viral hepatitis related cirrhosis	Metabolic	Healthy	0.086	4.82E-1
MFAP3	ENSG00000037749	Pediatric lymphoma	Pediatric	All other diseases	-0.042	9.56E-1
MFAP3	ENSG00000037749	Pediatric lymphoma	Pediatric	Class	0.002	9.98E-1
MFAP3	ENSG00000037749	Pediatric lymphoma	Pediatric	Healthy	0.301	2.89E-1
MFAP3	ENSG00000037749	Pediatric diffuse astrocytic and oligodendro. tumor	Pediatric	All other diseases	0.078	7.75E-1
MFAP3	ENSG00000037749	Pediatric diffuse astrocytic and oligodendro. tumor	Pediatric	Class	0.074	8.13E-1
MFAP3	ENSG00000037749	Pediatric diffuse astrocytic and oligodendro. tumor	Pediatric	Healthy	-0.012	9.70E-1
MFAP3	ENSG00000037749	Pediatric bone tumor	Pediatric	All other diseases	-0.359	4.06E-1
MFAP3	ENSG00000037749	Pediatric bone tumor	Pediatric	Class	-0.430	6.54E-1
MFAP3	ENSG00000037749	Pediatric bone tumor	Pediatric	Healthy	-0.486	2.36E-1
MFAP3	ENSG00000037749	Pediatric CNS tumor	Pediatric	All other diseases	-0.007	9.85E-1
MFAP3	ENSG00000037749	Pediatric CNS tumor	Pediatric	Class	-0.024	9.59E-1
MFAP3	ENSG00000037749	Pediatric CNS tumor	Pediatric	Healthy	0.002	9.92E-1
MFAP3	ENSG00000037749	Pediatric long COVID	Pediatric	All other diseases	0.121	6.20E-1
MFAP3	ENSG00000037749	Pediatric long COVID	Pediatric	Class	-0.056	8.31E-1
MFAP3	ENSG00000037749	Pediatric long COVID	Pediatric	Healthy	0.162	3.55E-1
MFAP3	ENSG00000037749	Acute venous thromboembolism	Cardiovascular	All other diseases	-0.108	4.25E-1
MFAP3	ENSG00000037749	Acute venous thromboembolism	Cardiovascular	Class	-0.074	6.50E-1
MFAP3	ENSG00000037749	Acute venous thromboembolism	Cardiovascular	Healthy	-0.157	3.70E-1
MFAP3	ENSG00000037749	Coronary artery calcification	Cardiovascular	All other diseases	0.007	8.83E-1
MFAP3	ENSG00000037749	Coronary artery calcification	Cardiovascular	Class	0.088	1.40E-1
MFAP3	ENSG00000037749	Coronary artery calcification	Cardiovascular	Healthy	0.054	4.55E-1
MFAP3	ENSG00000037749	Prostate cancer	Cancer	All other diseases	0.048	4.47E-1
MFAP3	ENSG00000037749	Prostate cancer	Cancer	Class	0.086	1.68E-1
MFAP3	ENSG00000037749	Prostate cancer	Cancer	Healthy	0.117	2.27E-1
MFAP3	ENSG00000037749	Bacterial gastroenteritis	Infection	All other diseases	0.010	9.56E-1
MFAP3	ENSG00000037749	Bacterial gastroenteritis	Infection	Class	-0.051	8.54E-1
MFAP3	ENSG00000037749	Bacterial gastroenteritis	Infection	Healthy	-0.089	7.77E-1
MFAP3	ENSG00000037749	Acute coronary syndrome	Cardiovascular	All other diseases	-0.105	4.01E-1
MFAP3	ENSG00000037749	Acute coronary syndrome	Cardiovascular	Class	-0.056	6.79E-1
MFAP3	ENSG00000037749	Acute coronary syndrome	Cardiovascular	Healthy	-0.105	5.11E-1
MFAP3	ENSG00000037749	Small intestine neuroendocrine tumor	Cancer	All other diseases	-0.046	7.50E-1
MFAP3	ENSG00000037749	Small intestine neuroendocrine tumor	Cancer	Class	-0.029	8.76E-1
MFAP3	ENSG00000037749	Small intestine neuroendocrine tumor	Cancer	Healthy	-0.018	9.08E-1
MFAP3	ENSG00000037749	Abdominal aortic aneurysm	Cardiovascular	All other diseases	-0.217	6.73E-3
MFAP3	ENSG00000037749	Abdominal aortic aneurysm	Cardiovascular	Class	-0.265	8.87E-3
MFAP3	ENSG00000037749	Abdominal aortic aneurysm	Cardiovascular	Healthy	-0.100	4.66E-1
MFAP3	ENSG00000037749	Previous venous thromboembolism	Cardiovascular	All other diseases	0.058	4.95E-1
MFAP3	ENSG00000037749	Previous venous thromboembolism	Cardiovascular	Class	0.167	9.61E-2
MFAP3	ENSG00000037749	Previous venous thromboembolism	Cardiovascular	Healthy	0.112	2.86E-1
MFAP3	ENSG00000037749	Systemic sclerosis	Autoimmune	All other diseases	-0.015	8.84E-1
MFAP3	ENSG00000037749	Systemic sclerosis	Autoimmune	Class	0.030	8.28E-1
MFAP3	ENSG00000037749	Systemic sclerosis	Autoimmune	Healthy	0.029	7.71E-1
MFAP3	ENSG00000037749	Multiple sclerosis	Autoimmune	All other diseases	-0.040	4.44E-1
MFAP3	ENSG00000037749	Multiple sclerosis	Autoimmune	Class	-0.039	5.35E-1
MFAP3	ENSG00000037749	Multiple sclerosis	Autoimmune	Healthy	-0.007	9.19E-1
MFAP3	ENSG00000037749	Myositis	Autoimmune	All other diseases	-0.019	7.25E-1
MFAP3	ENSG00000037749	Myositis	Autoimmune	Class	0.005	9.39E-1
MFAP3	ENSG00000037749	Myositis	Autoimmune	Healthy	0.005	9.38E-1
MFAP3	ENSG00000037749	Breast cancer	Cancer	All other diseases	-0.041	5.63E-1
MFAP3	ENSG00000037749	Breast cancer	Cancer	Class	-0.031	7.06E-1
MFAP3	ENSG00000037749	Breast cancer	Cancer	Healthy	-0.018	8.50E-1
MFAP3	ENSG00000037749	Systemic lupus erythematosus	Autoimmune	All other diseases	0.077	3.72E-1
MFAP3	ENSG00000037749	Systemic lupus erythematosus	Autoimmune	Class	0.119	2.00E-1
MFAP3	ENSG00000037749	Systemic lupus erythematosus	Autoimmune	Healthy	0.066	6.39E-1
MFAP3	ENSG00000037749	Rheumatoid arthritis	Autoimmune	All other diseases	-0.162	9.20E-2
MFAP3	ENSG00000037749	Rheumatoid arthritis	Autoimmune	Class	-0.160	1.69E-1
MFAP3	ENSG00000037749	Rheumatoid arthritis	Autoimmune	Healthy	-0.090	3.69E-1
MFAP3	ENSG00000037749	Sjögrens syndrome	Autoimmune	All other diseases	0.041	6.91E-1
MFAP3	ENSG00000037749	Sjögrens syndrome	Autoimmune	Class	0.079	4.83E-1
MFAP3	ENSG00000037749	Sjögrens syndrome	Autoimmune	Healthy	0.073	5.25E-1
MFAP3	ENSG00000037749	Acute myeloid leukemia	Cancer	All other diseases	0.171	1.42E-1
MFAP3	ENSG00000037749	Acute myeloid leukemia	Cancer	Class	0.209	5.25E-2
MFAP3	ENSG00000037749	Acute myeloid leukemia	Cancer	Healthy	0.251	1.14E-1
MFAP3	ENSG00000037749	Ovarian cancer	Cancer	All other diseases	-0.112	6.53E-2
MFAP3	ENSG00000037749	Ovarian cancer	Cancer	Class	-0.104	1.25E-1
MFAP3	ENSG00000037749	Ovarian cancer	Cancer	Healthy	-0.101	1.20E-1
MFAP3	ENSG00000037749	Lung cancer	Cancer	All other diseases	-0.041	3.96E-1
MFAP3	ENSG00000037749	Lung cancer	Cancer	Class	-0.023	6.91E-1
MFAP3	ENSG00000037749	Lung cancer	Cancer	Healthy	0.024	7.13E-1
MFAP3	ENSG00000037749	Pituitary neuroendocrine tumor	Cancer	All other diseases	0.036	8.08E-1
MFAP3	ENSG00000037749	Pituitary neuroendocrine tumor	Cancer	Class	0.048	7.50E-1
MFAP3	ENSG00000037749	Pituitary neuroendocrine tumor	Cancer	Healthy	0.148	4.95E-1
MFAP3	ENSG00000037749	Myeloma	Cancer	All other diseases	-0.032	8.51E-1
