length	ct_index	w_count	hard0	hard30	hard50	all_count
127	2	258.5376	22	18	12	6874
127	3	2594.9647	4021	3312	1882	6874
127	4	142.1270	6	6	5	6874
127	5	310.4871	16	15	6	6874
127	6	603.5109	32	28	22	6874
127	7	1372.5559	2576	1804	124	6874
127	8	222.9503	14	14	13	6874
127	9	396.8795	69	46	29	6874
127	10	283.0555	24	16	14	6874
128	1	752.8482	121	49	26	7531
128	2	284.2886	26	22	19	7531
128	3	2847.3364	4411	3652	2053	7531
128	4	154.8024	7	7	4	7531
128	5	339.8172	20	19	15	7531
128	6	660.8276	38	33	24	7531
128	7	1523.4657	2803	1989	157	7531
128	8	242.2337	16	15	14	7531
128	9	417.5015	58	18	14	7531
128	10	307.8792	31	25	14	7531
129	1	841.4020	138	68	41	8247
129	2	313.7567	24	18	15	8247
129	3	3128.6057	4879	4011	2313	8247
129	4	171.2474	8	8	7	8247
129	5	367.4510	12	11	11	8247
129	6	713.2563	48	45	26	8247
129	7	1635.9747	2988	2087	163	8247
129	8	263.1503	15	14	12	8247
129	9	471.1183	97	41	27	8247
129	10	341.0375	38	26	21	8247
130	1	935.2736	117	59	30	9219
130	2	352.7255	32	26	22	9219
130	3	3469.8299	5421	4439	2539	9219
130	4	191.2123	7	6	5	9219
130	5	425.8937	25	23	16	9219
130	6	810.0740	54	46	31	9219
130	7	1839.7947	3418	2396	171	9219
130	8	299.7499	20	20	14	9219
130	9	522.5606	90	42	24	9219
130	10	371.8857	35	17	13	9219
131	1	1108.6324	143	69	34	10903
131	2	413.3742	36	29	23	10903
131	3	4058.5450	6191	5143	2925	10903
131	4	223.1853	12	11	8	10903
131	5	507.9247	32	27	22	10903
131	6	969.8167	68	49	28	10903
131	7	2232.2959	4267	2990	208	10903
131	8	347.3408	18	14	12	10903
131	9	608.1168	93	50	33	10903
131	10	433.7669	43	29	17	10903
132	1	1412.4017	160	72	35	13897
132	2	523.5132	42	34	25	13897
132	3	5170.0136	7888	6518	3754	13897
132	4	281.4114	8	8	8	13897
132	5	643.9732	39	36	26	13897
132	6	1240.0828	67	59	43	13897
132	7	2876.0975	5480	3774	269	13897
132	8	442.7913	16	15	12	13897
132	9	759.8109	132	63	33	13897
132	10	546.9039	65	34	25	13897
133	1	1745.4468	229	111	59	16959
133	2	651.5431	66	53	42	16959
133	3	6242.7675	9594	7907	4469	16959
133	4	342.0376	14	12	9	16959
133	5	791.7426	50	46	36	16959
133	6	1517.7440	73	56	38	16959
133	7	3547.8407	6695	4701	343	16959
133	8	544.1698	27	27	20	16959
133	9	926.6017	148	72	38	16959
133	10	649.1050	63	40	28	16959
134	1	2067.8907	259	110	58	20067
134	2	776.5707	72	56	48	20067
134	3	7262.7881	11205	9135	5025	20067
134	4	404.4490	15	15	11	20067
134	5	944.4652	48	45	34	20067
134	6	1832.1551	84	73	55	20067
134	7	4281.0331	8119	5727	454	20067
134	8	653.9018	36	32	26	20067
134	9	1086.0124	171	83	48	20067
134	10	757.7336	58	37	25	20067
135	1	2069.5827	267	125	51	20009
135	2	773.6597	71	56	49	20009
135	3	7283.0863	11133	9092	5117	20009
135	4	403.2279	17	17	13	20009
135	5	934.3569	42	41	29	20009
135	6	1820.5030	110	83	54	20009
135	7	4251.6292	8114	5738	417	20009
135	8	644.0369	33	32	27	20009
135	9	1063.8681	156	64	33	20009
135	10	765.0493	66	41	26	20009
136	1	1871.1973	231	102	52	18114
136	2	694.9808	55	42	38	18114
136	3	6534.8064	10013	8197	4549	18114
136	4	364.5145	12	12	10	18114
136	5	853.0455	39	37	33	18114
136	6	1662.0822	98	87	52	18114
136	7	3897.1944	7453	5254	382	18114
136	8	575.0378	22	20	16	18114
136	9	966.0494	131	63	42	18114
136	10	695.0903	60	48	30	18114
137	1	1752.2094	190	82	39	17125
137	2	650.1701	61	49	42	17125
137	3	6242.6240	9490	7835	4380	17125
137	4	340.2885	15	15	10	17125
137	5	809.2032	54	52	39	17125
137	6	1568.1300	95	82	47	17125
137	7	3665.3149	6998	4919	376	17125
137	8	545.1346	31	31	25	17125
137	9	906.2640	130	60	37	17125
137	10	645.6606	61	42	28	17125
138	1	1859.4496	243	115	63	17769
138	2	679.9339	60	39	36	17769
138	3	6381.8403	9752	7968	4481	17769
138	4	355.0961	14	14	11	17769
138	5	853.9215	60	53	38	17769
138	6	1648.6985	110	91	57	17769
138	7	3827.8667	7321	5163	391	17769
138	8	569.0808	30	29	24	17769
138	9	938.7276	120	61	31	17769
138	10	654.3852	59	39	18	17769
139	1	2152.1780	276	127	67	20498
139	2	778.8095	59	45	40	20498
139	3	7329.8259	11157	9087	5044	20498
139	4	402.7265	14	14	12	20498
139	5	991.9629	71	66	52	20498
139	6	1912.2026	122	99	61	20498
139	7	4466.5578	8590	6114	460	20498
139	8	648.4867	27	26	21	20498
139	9	1067.1466	115	62	39	20498
139	10	748.1033	67	41	23	20498
140	1	2623.5312	299	136	65	24929
140	2	968.1062	106	73	50	24929
140	3	8825.8642	13371	10846	5971	24929
140	4	491.2336	21	21	15	24929
140	5	1199.6996	72	69	55	24929
140	6	2346.8521	146	117	72	24929
140	7	5490.9532	10628	7479	530	24929
140	8	795.5846	31	28	22	24929
140	9	1281.2122	161	68	41	24929
140	10	905.9646	94	68	47	24929
141	1	3045.1340	399	192	96	28831
141	2	1103.5718	99	70	51	28831
141	3	10205.8122	15315	12641	7000	28831
141	4	554.0928	18	17	14	28831
141	5	1377.9586	76	70	46	28831
141	6	2704.3064	134	106	72	28831
141	7	6397.6206	12464	8933	625	28831
141	8	922.4786	42	40	35	28831
141	9	1498.4693	199	104	61	28831
141	10	1021.5547	85	50	35	28831
142	1	3405.8696	406	181	88	32094
142	2	1221.7063	91	60	45	32094
142	3	11264.9219	16939	13752	7585	32094
142	4	618.8769	13	12	10	32094
142	5	1540.3572	62	58	37	32094
142	6	3042.1988	168	138	85	32094
142	7	7202.4433	14090	10074	710	32094
142	8	1021.0763	36	35	26	32094
142	9	1641.0542	199	92	51	32094
142	10	1135.4913	90	53	36	32094
143	1	3569.1990	413	205	96	33604
143	2	1300.2659	108	79	63	33604
143	3	11807.2378	17656	14454	8065	33604
143	4	642.7577	11	10	7	33604
143	5	1622.4378	72	63	42	33604
143	6	3169.8038	145	114	68	33604
143	7	7496.0023	14807	10443	717	33604
143	8	1090.1314	64	61	50	33604
143	9	1720.6165	231	110	62	33604
143	10	1185.5477	97	55	29	33604
144	1	3612.7336	447	224	92	34002
144	2	1315.8569	124	94	83	34002
144	3	11955.3144	17910	14631	8111	34002
144	4	655.4244	29	27	23	34002
144	5	1628.7465	75	71	55	34002
144	6	3223.8602	191	142	89	34002
144	7	7591.7488	14833	10546	742	34002
144	8	1078.8275	47	43	33	34002
144	9	1734.1506	227	125	67	34002
144	10	1205.3355	119	80	52	34002
145	1	3678.6468	414	196	91	34748
145	2	1357.8945	141	105	87	34748
145	3	12159.2657	18218	14893	8185	34748
145	4	674.9975	29	28	20	34748
145	5	1668.2237	72	67	48	34748
145	6	3333.0934	219	176	120	34748
145	7	7775.4047	15287	10928	774	34748
145	8	1098.7761	36	34	30	34748
145	9	1761.6765	219	108	63	34748
145	10	1240.0208	113	65	35	34748
146	1	3731.4687	445	206	84	35320
146	2	1343.0777	114	80	71	35320
146	3	12452.0383	18622	15349	8528	35320
146	4	678.5958	24	23	17	35320
146	5	1693.7802	87	76	47	35320
146	6	3366.0345	204	170	115	35320
146	7	7885.1771	15443	10976	777	35320
146	8	1122.7862	49	47	40	35320
146	9	1787.6950	216	107	71	35320
146	10	1259.3461	116	77	54	35320
147	1	3750.1917	450	243	122	35214
147	2	1337.2293	120	80	64	35214
147	3	12363.4143	18477	15088	8407	35214
147	4	669.8265	17	16	11	35214
147	5	1708.5972	106	100	67	35214
147	6	3358.8942	180	154	91	35214
147	7	7901.4718	15475	11101	815	35214
147	8	1123.8578	61	58	49	35214
147	9	1762.0711	212	109	68	35214
147	10	1238.4429	116	71	42	35214
148	1	3895.9618	498	253	121	36417
148	2	1391.3567	106	76	59	36417
148	3	12661.2149	18975	15452	8504	36417
148	4	695.4773	24	21	19	36417
148	5	1762.2089	100	95	70	36417
148	6	3492.7505	188	152	101	36417
148	7	8254.7432	16149	11595	925	36417
148	8	1149.6300	41	38	32	36417
148	9	1824.5614	225	107	67	36417
148	10	1289.0945	111	60	33	36417
149	1	4036.8047	488	254	131	37842
149	2	1432.2085	140	94	71	37842
149	3	13216.0004	19598	16095	8986	37842
149	4	714.0855	28	28	24	37842
149	5	1829.6153	92	84	58	37842
149	6	3643.6462	190	151	103	37842
149	7	8637.2110	16958	12181	914	37842
149	8	1179.2689	51	47	38	37842
149	9	1856.8153	182	91	58	37842
149	10	1296.3439	115	71	41	37842
150	1	4409.8691	537	253	115	41332
150	2	1592.2893	138	97	75	41332
150	3	14213.1748	21051	17243	9604	41332
150	4	786.0751	28	28	25	41332
150	5	2010.2220	106	92	59	41332
150	6	4009.1195	224	183	116	41332
150	7	9524.5835	18863	13624	1058	41332
150	8	1315.6406	52	48	40	41332
150	9	2047.0908	235	108	60	41332
150	10	1423.9345	98	64	46	41332
151	1	4746.6546	579	284	119	44023
151	2	1683.1110	124	89	71	44023
151	3	15113.3168	22416	18383	10021	44023
151	4	826.5877	23	22	17	44023
151	5	2143.7367	122	115	83	44023
151	6	4294.0302	278	217	135	44023
151	7	10122.4269	20033	14448	1090	44023
151	8	1401.0067	55	51	44	44023
151	9	2176.4534	245	122	69	44023
151	10	1515.6724	148	81	53	44023
152	1	4791.7229	565	286	146	44458
152	2	1695.3055	143	101	85	44458
152	3	15274.6736	22487	18426	10179	44458
152	4	829.9676	23	22	18	44458
152	5	2167.3415	120	110	69	44458
152	6	4321.4694	251	196	119	44458
152	7	10325.9813	20488	14757	1126	44458
152	8	1404.3431	57	54	48	44458
152	9	2153.7659	207	105	69	44458
152	10	1493.4283	117	79	57	44458
153	1	5016.7650	613	265	131	46549
153	2	1797.3282	162	123	98	46549
153	3	15849.7599	23422	19047	10422	46549
153	4	866.1978	24	22	19	46549
153	5	2286.4965	124	111	90	46549
153	6	4552.5204	250	195	126	46549
153	7	10855.9504	21566	15747	1084	46549
153	8	1471.3694	57	53	42	46549
153	9	2274.6793	215	116	71	46549
153	10	1577.9299	116	73	53	46549
154	1	5105.5661	632	311	141	46996
154	2	1818.5361	176	128	97	46996
154	3	15996.9190	23730	19312	10562	46996
154	4	863.2150	21	20	15	46996
154	5	2284.7530	104	94	63	46996
154	6	4600.1569	248	199	122	46996
154	7	10948.2000	21681	15767	1145	46996
154	8	1494.1785	61	60	47	46996
154	9	2302.1387	225	120	72	46996
154	10	1582.3389	118	69	41	46996
155	1	5005.1795	657	307	157	45890
155	2	1748.3022	145	95	67	45890
155	3	15605.1479	23022	18689	10341	45890
155	4	848.0757	27	26	19	45890
155	5	2241.0269	113	103	67	45890
155	6	4480.9537	261	205	117	45890
155	7	10728.4418	21270	15463	1168	45890
155	8	1459.8878	68	66	52	45890
155	9	2238.3281	234	128	71	45890
155	10	1534.6557	93	59	38	45890
156	1	5116.0048	660	320	157	47134
156	2	1809.0869	147	102	85	47134
156	3	16061.1708	23681	19376	10552	47134
156	4	874.4482	34	33	23	47134
156	5	2301.8294	112	97	68	47134
156	6	4607.0751	224	167	100	47134
156	7	11014.8033	21889	15832	1146	47134
156	8	1485.7686	57	56	48	47134
156	9	2289.6436	223	130	79	47134
156	10	1574.1707	107	73	49	47134
157	1	5438.8789	702	308	134	50291
157	2	1930.2419	185	124	101	50291
157	3	17121.3115	24976	20478	11428	50291
157	4	917.1843	26	25	22	50291
157	5	2457.6768	126	118	89	50291
157	6	4934.8504	261	204	138	50291
157	7	11809.2638	23586	17057	1295	50291
157	8	1587.0252	70	68	50	50291
157	9	2439.8495	253	146	90	50291
157	10	1654.7146	106	71	45	50291
158	1	5989.2138	753	355	169	55001
158	2	2090.4435	180	111	80	55001
158	3	18707.0726	27579	22387	12369	55001
158	4	1003.5480	27	26	20	55001
158	5	2709.0109	141	128	98	55001
158	6	5407.5438	300	229	138	55001
158	7	12905.4562	25588	18635	1391	55001
158	8	1744.2769	69	67	54	55001
158	9	2644.3448	250	141	78	55001
158	10	1800.0852	114	73	42	55001
159	1	6572.2108	787	395	164	60314
159	2	2302.3846	191	129	104	60314
159	3	20436.1210	29923	24525	13488	60314
159	4	1099.1423	40	38	32	60314
159	5	2958.2859	153	141	99	60314
159	6	5947.7722	306	247	160	60314
159	7	14294.0317	28495	20811	1603	60314
159	8	1897.5855	78	70	58	60314
159	9	2859.0744	232	107	71	60314
159	10	1947.3893	109	66	39	60314
160	1	7189.0247	896	458	210	65827
160	2	2500.7052	179	129	105	65827
160	3	22187.2544	32521	26563	14587	65827
160	4	1199.9349	32	32	24	65827
160	5	3234.9422	144	133	101	65827
160	6	6534.2355	389	294	186	65827
160	7	15627.3911	31181	22789	1772	65827
160	8	2069.8398	70	66	51	65827
160	9	3137.8380	273	143	84	65827
160	10	2145.8351	142	101	70	65827
161	1	7675.7334	962	470	222	70120
161	2	2669.0122	242	147	115	70120
161	3	23680.5754	34537	28182	15568	70120
161	4	1282.4998	43	42	34	70120
161	5	3440.4651	177	168	129	70120
161	6	6949.9833	383	298	176	70120
161	7	16609.6384	33259	24231	1837	70120
161	8	2202.8879	82	75	61	70120
161	9	3324.8912	271	136	74	70120
161	10	2284.3117	164	109	74	70120
162	1	7995.3414	957	440	221	73031
162	2	2774.1721	227	149	117	73031
162	3	24577.7489	35944	29385	16146	73031
162	4	1317.5375	21	20	16	73031
162	5	3600.4411	178	166	118	73031
162	6	7244.1812	377	297	176	73031
162	7	17343.2186	34775	25314	1861	73031
162	8	2322.5674	103	96	73	73031
162	9	3494.4203	306	161	88	73031
162	10	2361.3696	143	99	67	73031
163	1	8419.1741	1029	529	246	76997
163	2	2925.8355	253	159	126	76997
163	3	25936.3915	37778	30940	17006	76997
163	4	1397.9073	42	42	31	76997
163	5	3788.9685	194	178	130	76997
163	6	7646.4052	422	323	200	76997
163	7	18319.0585	36711	26691	2052	76997
163	8	2417.0820	94	88	66	76997
163	9	3656.8884	303	175	97	76997
163	10	2489.2858	171	113	72	76997
164	1	9260.2642	1211	556	250	84459
164	2	3212.9689	261	168	122	84459
164	3	28188.5038	40788	33243	18283	84459
164	4	1540.9065	52	52	37	84459
164	5	4190.5013	216	204	158	84459
164	6	8414.0045	429	321	195	84459
164	7	20215.9352	40852	29810	2279	84459
164	8	2674.1830	110	101	84	84459
164	9	4021.7472	337	197	114	84459
164	10	2739.9767	203	125	87	84459
165	1	10306.9629	1314	618	289	93685
165	2	3570.3964	294	197	148	93685
165	3	31251.8441	45329	36891	20406	93685
165	4	1702.4909	58	58	38	93685
165	5	4604.3088	208	183	133	93685
165	6	9348.0091	490	358	228	93685
165	7	22470.0948	45321	33154	2577	93685
165	8	2967.1224	117	109	89	93685
165	9	4440.0541	359	193	114	93685
165	10	3023.7114	195	127	82	93685
166	1	11198.6391	1380	657	280	102040
166	2	3894.2628	325	206	152	102040
166	3	33972.1896	49032	40082	22175	102040
166	4	1848.3354	51	51	39	102040
166	5	5035.6130	244	222	159	102040
166	6	10222.4461	526	393	231	102040
166	7	24556.2664	49797	36267	2754	102040
166	8	3218.5516	116	112	86	102040
166	9	4827.0282	388	225	119	102040
166	10	3266.6624	181	124	80	102040
167	1	11491.4875	1417	660	285	104930
167	2	3980.3090	312	225	174	104930
167	3	35071.9189	50914	41583	22863	104930
167	4	1895.7756	60	59	45	104930
167	5	5189.7231	258	243	176	104930
167	6	10494.1813	558	405	252	104930
167	7	25201.7806	50675	37217	2817	104930
167	8	3307.9207	125	117	96	104930
167	9	4963.9499	406	247	149	104930
167	10	3332.9487	205	127	82	104930
168	1	11422.5772	1452	677	310	104080
168	2	3955.1929	336	216	159	104080
168	3	34834.2035	50421	41182	22952	104080
168	4	1878.0088	63	63	46	104080
168	5	5126.5013	261	244	175	104080
168	6	10391.3305	531	394	244	104080
168	7	24953.1206	50289	36727	2764	104080
168	8	3283.2353	130	121	94	104080
168	9	4923.2019	393	205	124	104080
168	10	3312.6237	204	141	90	104080
169	1	11134.6747	1413	667	300	101448
169	2	3814.0284	298	181	140	101448
169	3	33974.6324	49091	40217	22399	101448
169	4	1821.9470	40	40	27	101448
169	5	5020.2155	242	219	160	101448
169	6	10159.3160	507	387	243	101448
169	7	24371.6338	49197	36037	2752	101448
169	8	3200.2217	119	114	91	101448
169	9	4749.1019	370	202	123	101448
169	10	3202.2282	171	114	86	101448
170	1	10741.1557	1380	676	274	97775
170	2	3705.4193	317	202	154	97775
170	3	32681.2009	47314	38665	21532	97775
170	4	1768.4138	45	44	36	97775
170	5	4819.0107	220	196	143	97775
170	6	9817.2934	527	413	260	97775
170	7	23471.1273	47315	34763	2642	97775
170	8	3084.7748	116	110	82	97775
170	9	4607.7799	358	201	111	97775
170	10	3078.8216	183	123	82	97775
171	1	10234.2551	1359	616	274	93068
171	2	3531.1156	322	208	148	93068
171	3	31078.5377	44770	36816	20419	93068
171	4	1673.4076	47	47	38	93068
171	5	4614.3050	251	229	161	93068
171	6	9339.0734	480	360	229	93068
171	7	22351.1500	45176	33215	2474	93068
171	8	2929.2046	120	103	82	93068
171	9	4371.8572	346	203	123	93068
171	10	2945.0858	197	140	90	93068
172	1	9551.2567	1164	533	218	87129
172	2	3274.1590	252	173	130	87129
172	3	29159.8388	42090	34397	19348	87129
172	4	1563.9367	38	38	28	87129
172	5	4317.8691	215	192	124	87129
172	6	8740.0233	456	341	208	87129
172	7	20935.4522	42288	31000	2317	87129
172	8	2738.1258	106	99	68	87129
172	9	4111.4407	345	198	125	87129
172	10	2736.8991	175	110	70	87129
173	1	9081.0184	1130	530	223	82930
173	2	3112.0146	234	139	97	82930
173	3	27825.7142	39975	32946	18486	82930
173	4	1495.3037	43	40	30	82930
173	5	4092.7963	194	179	134	82930
173	6	8326.6890	456	336	211	82930
173	7	19879.1589	40332	29550	2215	82930
173	8	2599.4666	103	95	70	82930
173	9	3894.4530	302	180	103	82930
173	10	2623.3817	161	113	88	82930
174	1	8736.8792	1118	495	212	80137
174	2	3010.9269	287	192	154	80137
174	3	27038.1072	38808	32021	18158	80137
174	4	1434.3669	39	38	29	80137
174	5	3942.8792	193	171	129	80137
174	6	7999.7422	417	309	189	80137
174	7	19209.7500	38727	28464	2162	80137
174	8	2510.0233	98	84	66	80137
174	9	3738.7418	294	181	100	80137
174	10	2515.5834	156	107	73	80137
175	1	8636.4594	1111	535	229	78939
175	2	2946.8986	241	152	111	78939
175	3	26536.7581	38243	31317	17669	78939
175	4	1412.1447	39	39	33	78939
175	5	3874.2276	176	166	116	78939
175	6	7898.0017	410	310	171	78939
175	7	18992.0966	38148	28244	2119	78939
175	8	2485.4081	104	97	74	78939
175	9	3687.5660	288	163	103	78939
175	10	2469.4408	179	122	78	78939
176	1	8364.3526	1068	520	250	76659
176	2	2872.5486	255	159	109	76659
176	3	25844.0150	37208	30747	17286	76659
176	4	1380.2029	47	45	38	76659
176	5	3780.0892	211	194	136	76659
176	6	7699.4426	464	353	216	76659
176	7	18325.5288	36889	27233	2039	76659
176	8	2403.0067	96	91	69	76659
176	9	3601.3234	296	163	102	76659
176	10	2388.4859	125	92	59	76659
177	1	8151.3217	1071	490	197	74585
177	2	2787.4573	229	150	117	74585
177	3	25142.1410	36001	29751	16901	74585
177	4	1317.3488	31	31	22	74585
177	5	3673.9428	191	179	136	74585
177	6	7492.9685	437	316	203	74585
177	7	17881.0560	36140	26613	2019	74585
177	8	2347.4174	102	98	73	74585
177	9	3473.5181	263	156	90	74585
177	10	2317.8282	120	87	63	74585
178	1	7648.6037	921	440	206	70437
178	2	2626.7105	254	151	113	70437
178	3	23852.1901	33965	28155	16181	70437
178	4	1245.6621	17	17	17	70437
178	5	3494.6594	194	184	145	70437
178	6	7049.3641	377	281	180	70437
178	7	16853.1301	34227	25277	1835	70437
178	8	2205.2967	82	78	67	70437
178	9	3291.5547	285	164	98	70437
178	10	2169.8228	115	73	45	70437
179	1	7122.0151	1004	490	222	65147
179	2	2439.4826	233	153	111	65147
179	3	22077.4705	31537	26140	14981	65147
179	4	1155.9996	33	33	25	65147
179	5	3203.6235	176	159	109	65147
179	6	6534.5924	396	300	189	65147
179	7	15527.7100	31351	23134	1729	65147
179	8	2039.1563	80	75	65	65147
179	9	3031.9792	234	138	92	65147
179	10	2014.9673	103	83	58	65147
180	1	6534.8963	874	440	191	60179
180	2	2231.1810	192	123	81	60179
180	3	20481.8656	29341	24359	13986	60179
180	4	1073.9430	35	35	30	60179
180	5	2953.1547	160	146	113	60179
180	6	6022.9270	352	257	154	60179
180	7	14315.9742	28821	21393	1534	60179
180	8	1884.7570	73	69	59	60179
180	9	2814.1014	232	135	81	60179
180	10	1866.1948	99	75	54	60179
181	1	5940.3575	783	377	152	54876
181	2	2030.1257	180	114	87	54876
181	3	18767.6690	26700	22332	12880	54876
181	4	970.2021	27	24	19	54876
181	5	2685.9504	152	135	95	54876
181	6	5460.9495	305	223	149	54876
181	7	13068.5610	26334	19437	1419	54876
181	8	1709.5113	69	66	49	54876
181	9	2558.7775	214	146	89	54876
181	10	1683.8949	112	79	54	54876
182	1	5430.7698	754	368	151	49950
182	2	1846.5327	152	98	73	49950
182	3	17094.4871	24393	20457	11826	49950
182	4	886.2114	29	29	25	49950
182	5	2433.2255	112	103	69	49950
182	6	4956.5502	243	181	125	49950
182	7	11873.2053	23894	17788	1320	49950
182	8	1559.0443	73	70	56	49950
182	9	2334.1298	204	119	77	49950
182	10	1535.8407	96	63	48	49950
183	1	4935.2242	702	337	142	45706
183	2	1705.6030	160	107	88	45706
183	3	15729.8113	22359	18809	11004	45706
183	4	812.7816	24	24	21	45706
183	5	2238.7748	124	117	83	45706
183	6	4542.7533	267	203	132	45706
183	7	10800.9513	21733	16174	1219	45706
183	8	1424.5240	75	66	43	45706
183	9	2110.7847	182	108	64	45706
183	10	1404.7909	80	62	45	45706
184	1	4522.7499	609	281	125	41963
184	2	1558.2646	149	103	77	41963
184	3	14432.1326	20508	17217	10009	41963
184	4	744.6663	26	25	19	41963
184	5	2051.3629	104	94	64	41963
184	6	4170.8126	242	188	110	41963
184	7	9938.4559	19982	14873	1095	41963
184	8	1304.4891	56	55	36	41963
184	9	1956.5033	192	121	68	41963
184	10	1283.5630	95	68	43	41963
185	1	4249.3252	596	292	134	39324
185	2	1445.1109	124	87	65	39324
185	3	13572.9962	19218	16180	9554	39324
185	4	691.0687	23	23	17	39324
185	5	1911.5810	106	97	69	39324
185	6	3925.4886	236	190	127	39324
185	7	9287.3270	18728	13966	1023	39324
185	8	1216.7230	53	50	32	39324
185	9	1816.2159	154	100	71	39324
185	10	1208.1608	86	61	47	39324
186	1	4056.4691	593	285	136	37467
186	2	1376.7398	133	90	66	37467
186	3	12907.1372	18327	15475	8945	37467
186	4	665.1478	22	22	21	37467
186	5	1836.4248	108	101	74	37467
186	6	3734.9499	239	180	116	37467
186	7	8834.0823	17772	13203	925	37467
186	8	1164.4541	50	46	40	37467
186	9	1744.8484	150	96	65	37467
186	10	1146.7458	73	55	39	37467
187	1	3827.1550	496	251	107	35715
187	2	1302.2570	117	78	59	35715
187	3	12408.6766	17632	14803	8731	35715
187	4	631.7583	18	18	16	35715
187	5	1746.7517	96	89	75	35715
187	6	3525.4307	188	154	95	35715
187	7	8419.0374	16922	12638	924	35715
187	8	1117.0168	49	48	36	35715
187	9	1649.3473	134	81	54	35715
187	10	1087.5675	63	38	28	35715
188	1	3587.3152	521	251	105	33618
188	2	1225.2987	111	72	55	33618
188	3	11694.1569	16475	13871	8288	33618
188	4	589.5307	22	18	15	33618
188	5	1649.0943	98	90	71	33618
188	6	3325.4657	214	154	107	33618
188	7	7930.6133	15939	11929	908	33618
188	8	1040.2802	49	45	35	33618
188	9	1553.6234	120	80	55	33618
188	10	1022.6217	69	56	36	33618
189	1	3406.3228	478	234	103	31899
189	2	1170.1062	123	81	65	31899
189	3	11078.9951	15615	13188	7845	31899
189	4	559.2261	15	15	9	31899
189	5	1557.2327	98	84	63	31899
189	6	3170.1437	195	155	90	31899
189	7	7528.8578	15186	11297	835	31899
189	8	990.7056	43	38	27	31899
189	9	1471.7179	100	67	44	31899
189	10	965.6885	46	40	30	31899
190	1	3203.1711	467	217	94	29854
190	2	1088.0124	107	73	57	29854
190	3	10359.7180	14543	12361	7385	29854
190	4	525.6424	18	18	14	29854
190	5	1445.8513	75	70	56	29854
190	6	2958.9057	177	146	86	29854
190	7	7055.2262	14248	10665	797	29854
190	8	929.1139	42	39	35	29854
190	9	1387.6081	125	84	51	29854
190	10	900.7486	52	42	31	29854
191	1	2967.1463	449	217	117	27639
191	2	1007.6928	95	75	53	27639
191	3	9657.8770	13645	11536	6932	27639
191	4	483.9205	13	12	9	27639
191	5	1353.2547	90	83	54	27639
191	6	2706.0114	137	100	63	27639
191	7	6482.2298	13020	9774	738	27639
191	8	859.1481	34	33	28	27639
191	9	1284.3304	99	67	44	27639
191	10	837.3875	57	43	27	27639
192	1	2672.8851	369	176	83	25223
192	2	900.2160	64	34	28	25223
192	3	8846.2882	12355	10535	6426	25223
192	4	443.1832	13	12	11	25223
192	5	1212.2445	71	67	47	25223
192	6	2499.5960	175	134	85	25223
192	7	5939.5011	11996	9044	687	25223
192	8	780.7582	38	36	31	25223
192	9	1159.8795	93	67	43	25223
192	10	768.4475	49	38	32	25223
193	1	2474.7201	360	175	84	23108
193	2	841.5316	84	58	47	23108
193	3	8040.3175	11334	9638	5698	23108
193	4	404.8388	11	11	7	23108
193	5	1120.3053	62	60	44	23108
193	6	2299.4424	159	122	83	23108
193	7	5430.8710	10925	8170	587	23108
193	8	716.3773	31	28	21	23108
193	9	1074.5819	99	62	41	23108
193	10	705.0137	43	38	28	23108
194	1	2238.7729	306	156	75	21181
194	2	757.3708	74	48	38	21181
194	3	7539.9043	10564	9008	5520	21181
194	4	367.9123	17	17	11	21181
194	5	1011.3460	62	55	32	21181
194	6	2069.1377	128	108	74	21181
194	7	4925.4470	9862	7421	557	21181
194	8	651.3830	28	27	22	21181
194	9	984.2495	94	68	44	21181
194	10	635.4763	46	36	24	21181
195	1	2047.8937	284	143	62	19312
195	2	701.3495	68	51	45	19312
195	3	6824.7291	9575	8148	4996	19312
195	4	336.8131	18	17	13	19312
195	5	930.2454	57	51	34	19312
195	6	1900.2554	132	105	71	19312
195	7	4511.4013	9037	6805	530	19312
195	8	594.3606	29	25	19	19312
195	9	888.5150	75	54	40	19312
195	10	576.4357	37	32	21	19312
196	1	1900.5949	282	158	80	17846
196	2	643.6015	56	47	36	17846
196	3	6345.6413	8887	7626	4643	17846
196	4	312.7947	13	13	7	17846
196	5	859.6291	48	44	37	17846
196	6	1748.7183	111	82	54	17846
196	7	4152.3654	8324	6290	472	17846
196	8	551.1433	30	30	20	17846
196	9	803.0921	62	32	17	17846
196	10	528.4194	33	22	17	17846
197	1	1804.7585	253	124	64	16991
197	2	606.0051	53	43	33	16991
197	3	6001.6816	8452	7183	4337	16991
197	4	300.4463	11	11	10	16991
197	5	831.4273	59	53	40	16991
197	6	1676.3456	123	95	55	16991
197	7	3948.7812	7904	5888	425	16991
197	8	529.2071	29	28	26	16991
197	9	783.7064	74	55	44	16991
197	10	508.6383	33	27	24	16991
198	1	1701.2796	223	112	48	16181
198	2	584.2796	52	43	31	16181
198	3	5763.3058	8090	6918	4243	16181
198	4	285.6279	18	17	14	16181
198	5	770.0158	41	36	24	16181
198	6	1578.6241	100	75	51	16181
198	7	3786.6045	7536	5709	448	16181
198	8	495.2535	26	26	22	16181
198	9	746.2439	70	48	31	16181
198	10	469.7620	25	15	10	16181
199	1	1634.4201	262	134	65	15522
199	2	547.3723	46	37	27	15522
199	3	5562.9066	7779	6640	4075	15522
